,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName,Region,Political
966916,Karli Kuhn,F,SBD,,90.72,38.56,97.52,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966917,Mya Stradley,F,SBD,,88.45,40.82,97.52,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966918,Allie Blackmon,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966919,Sheyenne Dunn,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966920,Madison Bailey-Loyd,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966921,Laren Rogers,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966922,Arianna Alstatt,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966923,Sierra Kerr,F,SBD,,142.88,83.91,147.42,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966924,La'Anna Golden,F,SBD,,145.15,65.77,136.08,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966925,Kallie Flowers,F,SBD,,154.22,61.23,122.47,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966926,McKayla Weaver,F,SBD,,145.15,61.23,129.27,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966927,Kara Harper,F,SBD,,145.15,52.16,133.81,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966928,Sarah Ortiz,F,SBD,,136.08,58.97,124.74,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966929,Isabella Cervantes,F,SBD,,136.08,61.23,113.4,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966930,RayAnn Schooling,F,SBD,,115.67,58.97,127.01,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966931,Karlie Nason,F,SBD,,95.25,61.23,115.67,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966932,Deanna Duensing,F,SBD,,99.79,52.16,97.52,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966933,Bella Velasquez,F,SBD,,90.72,45.36,92.99,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966934,Samantha Puenta,F,SBD,,86.18,38.56,90.72,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966935,Amaya Escobato,F,SBD,,68.04,29.48,72.57,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966936,Vanessa Ramirez,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966937,Cristin Martin,F,SBD,,167.83,72.57,167.83,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966938,Maggie Smith,F,SBD,18.5,151.95,83.91,151.95,18-19,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966939,Darnisha Williams,F,SBD,,142.88,81.65,133.81,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966940,Ali Dragoo,F,SBD,,136.08,63.5,111.13,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966941,Korie O'Dell,F,SBD,,129.27,52.16,120.2,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966942,Lupe Rodriquez,F,SBD,,117.93,52.16,127.01,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966943,Gloria Melendez,F,SBD,,108.86,47.63,120.2,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966944,Vivianna Garcia,F,SBD,,99.79,43.09,111.13,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966945,Cali Hernandez,F,SBD,,90.72,52.16,97.52,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966946,Codie Fields,F,SBD,,156.49,61.23,129.27,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966948,Kirston Burns,F,SBD,,120.2,47.63,117.93,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966949,Annie Slavings,F,SBD,,102.06,58.97,104.33,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966950,Angie Fereer,F,SBD,,102.06,40.82,117.93,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966951,Marissa Bias,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966952,Jessica Redwine,F,SBD,,151.95,90.72,151.95,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966953,Danielle Poole,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966954,Julianna Lopez,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966955,Peyton Savage,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966956,Alex Cave,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966957,Hannah Kinnett,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966958,Jade Guzman,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966959,Savannah Dickson,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966960,Alexandra Lofland,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966961,Shekinah Walton,F,SBD,,,,,,THSWPA,2017,USA,TX,Mean Green Invitational,South,Red
966962,Brandi Rulo,F,SBD,,70.31,36.29,77.11,,THSWPA,2017,USA,TX,Commerce,South,Red
966963,Jacee Buchanan,F,SBD,,61.23,29.48,77.11,,THSWPA,2017,USA,TX,Commerce,South,Red
966964,Katie Miller,F,SBD,,56.7,22.68,61.23,,THSWPA,2017,USA,TX,Commerce,South,Red
966965,Cheyenne Jones,F,SBD,,117.93,49.9,102.06,,THSWPA,2017,USA,TX,Commerce,South,Red
966966,Kaitlyn Rymer,F,SBD,,86.18,27.22,86.18,,THSWPA,2017,USA,TX,Commerce,South,Red
966967,Allie Boehlar,F,SBD,,131.54,58.97,120.2,,THSWPA,2017,USA,TX,Commerce,South,Red
966968,Paige Waldrop,F,SBD,,95.25,52.16,,,THSWPA,2017,USA,TX,Commerce,South,Red
966969,Alyssa Allison,F,SBD,,120.2,43.09,115.67,,THSWPA,2017,USA,TX,Commerce,South,Red
966970,Brooklyn Matthews,F,SBD,,97.52,38.56,102.06,,THSWPA,2017,USA,TX,Commerce,South,Red
966971,Jayla Lair,F,SBD,,83.91,34.02,90.72,,THSWPA,2017,USA,TX,Commerce,South,Red
966972,Kylee McGee,F,SBD,,74.84,34.02,86.18,,THSWPA,2017,USA,TX,Commerce,South,Red
966973,Elise Borge,F,SBD,,81.65,29.48,83.91,,THSWPA,2017,USA,TX,Commerce,South,Red
966974,Kaitlyn McCarter,F,SBD,,145.15,81.65,140.61,,THSWPA,2017,USA,TX,Commerce,South,Red
966975,Ashley Hagood,F,SBD,,138.35,54.43,145.15,,THSWPA,2017,USA,TX,Commerce,South,Red
966976,Sadie Froese,F,SBD,,124.74,72.57,129.27,,THSWPA,2017,USA,TX,Commerce,South,Red
966977,Andrea Barrett,F,SBD,,131.54,54.43,124.74,,THSWPA,2017,USA,TX,Commerce,South,Red
966978,Ally Carraway,F,SBD,15.5,113.4,54.43,131.54,,THSWPA,2017,USA,TX,Commerce,South,Red
966979,Elizabeth Singleton,F,SBD,,115.67,45.36,99.79,,THSWPA,2017,USA,TX,Commerce,South,Red
966980,Tristyn Boone,F,SBD,14.5,104.33,40.82,111.13,13-15,THSWPA,2017,USA,TX,Commerce,South,Red
966981,Tori Hutson,F,SBD,,99.79,45.36,102.06,,THSWPA,2017,USA,TX,Commerce,South,Red
966982,Alex Droge,F,SBD,,92.99,54.43,97.52,,THSWPA,2017,USA,TX,Commerce,South,Red
966983,Taylor Roland,F,SBD,,74.84,43.09,70.31,,THSWPA,2017,USA,TX,Commerce,South,Red
966984,Ravyn Luna,F,SBD,,52.16,36.29,72.57,,THSWPA,2017,USA,TX,Commerce,South,Red
966985,Trina Warren,F,SBD,,,,,,THSWPA,2017,USA,TX,Commerce,South,Red
966986,Marissa Lutz,F,SBD,15.5,151.95,68.04,142.88,,THSWPA,2017,USA,TX,Commerce,South,Red
966987,Julia Dyck,F,SBD,,140.61,58.97,151.95,,THSWPA,2017,USA,TX,Commerce,South,Red
966988,Sam Hagood,F,SBD,,136.08,56.7,145.15,,THSWPA,2017,USA,TX,Commerce,South,Red
966989,Hailey Stiles,F,SBD,,124.74,47.63,106.59,,THSWPA,2017,USA,TX,Commerce,South,Red
966990,Belen Fuentas,F,SBD,,113.4,40.82,113.4,,THSWPA,2017,USA,TX,Commerce,South,Red
966991,Aubrie Shaw,F,SBD,,111.13,52.16,99.79,,THSWPA,2017,USA,TX,Commerce,South,Red
966992,Savanna Roul,F,SBD,,99.79,45.36,111.13,,THSWPA,2017,USA,TX,Commerce,South,Red
966993,Emily McDaniel,F,SBD,,83.91,43.09,111.13,,THSWPA,2017,USA,TX,Commerce,South,Red
966994,Karissa Sanders,F,SBD,,81.65,38.56,92.99,,THSWPA,2017,USA,TX,Commerce,South,Red
966995,Hannah Lindsey,F,SBD,,124.74,52.16,124.74,,THSWPA,2017,USA,TX,Commerce,South,Red
966996,Maria House,F,SBD,,,,,,THSWPA,2017,USA,TX,Commerce,South,Red
966997,Morganna Price,F,SBD,,,,,,THSWPA,2017,USA,TX,Commerce,South,Red
966998,Elizabeth Thomas,F,SBD,,147.42,68.04,151.95,,THSWPA,2017,USA,TX,Commerce,South,Red
966999,Amaleigh Bailey,F,SBD,,127.01,70.31,127.01,,THSWPA,2017,USA,TX,Commerce,South,Red
967000,Britania Waddle,F,SBD,,102.06,52.16,117.93,,THSWPA,2017,USA,TX,Commerce,South,Red
967001,Tahae Henry,F,SBD,,,,,,THSWPA,2017,USA,TX,Commerce,South,Red
967002,Kim Castro,F,SBD,,,,,,THSWPA,2017,USA,TX,Commerce,South,Red
967003,Mattison Woodlee,F,SBD,,136.08,49.9,115.67,,THSWPA,2017,USA,TX,Commerce,South,Red
967004,Reina Cuzdey,F,SBD,,97.52,38.56,102.06,,THSWPA,2017,USA,TX,Commerce,South,Red
967005,Katlynn White,F,SBD,,145.15,61.23,115.67,,THSWPA,2017,USA,TX,Commerce,South,Red
967006,Hope Brekel,F,SBD,,117.93,47.63,108.86,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967007,Venu Phan,F,SBD,,108.86,40.82,113.4,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967008,Mikayla Mewa,F,SBD,,88.45,43.09,122.47,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967009,Hannah Alexander,F,SBD,,97.52,63.5,90.72,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967010,Taylor Killgo,F,SBD,,88.45,47.63,106.59,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967011,Tracejah Hypolite,F,SBD,,81.65,31.75,99.79,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967012,Christina Varela,F,SBD,,79.38,43.09,81.65,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967013,Caitlyn Blackwell,F,SBD,,86.18,29.48,86.18,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967014,Leanne Le,F,SBD,,74.84,31.75,92.99,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967015,Erin Blazek,F,SBD,,70.31,43.09,74.84,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967016,Hayley Kinard,F,SBD,14.5,127.01,52.16,106.59,13-15,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967017,Hailey Alexander,F,SBD,,102.06,61.23,120.2,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967018,Kennedy Freeman,F,SBD,,90.72,45.36,113.4,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967019,Hallie Cappel,F,SBD,,92.99,40.82,102.06,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967020,Adile Leal,F,SBD,,102.06,38.56,92.99,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967021,Scarlett Knight,F,SBD,,83.91,40.82,79.38,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967022,Paloma Garcia,F,SBD,,83.91,36.29,81.65,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967023,Alaina Stewart,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967024,Karli Brewer,F,SBD,,115.67,54.43,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967025,Catarina Tran,F,SBD,,133.81,52.16,127.01,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967026,Miranda Housman,F,SBD,,113.4,65.77,122.47,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967027,Christine Estrada,F,SBD,17.5,122.47,56.7,113.4,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967028,Alexia Billingsley,F,SBD,,106.59,52.16,115.67,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967029,Kennadie Cochran,F,SBD,,106.59,49.9,113.4,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967030,McKailia Murray,F,SBD,,99.79,47.63,122.47,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967031,Haley Zigal,F,SBD,,95.25,43.09,108.86,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967032,Ava Higginbotham,F,SBD,,111.13,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967033,Chalanna Harris,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967034,Elana Boudreaux,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967035,Nayely Ortiz,F,SBD,,113.4,58.97,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967036,Jordan Alford,F,SBD,,115.67,68.04,120.2,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967037,Jennifer Sanchez,F,SBD,17.5,117.93,63.5,115.67,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967038,Hope Pridgen,F,SBD,15.5,117.93,49.9,117.93,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967039,Isabella Barragan,F,SBD,,97.52,52.16,124.74,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967040,Joselin Lara,F,SBD,,111.13,43.09,120.2,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967041,Meadow Housman,F,SBD,,99.79,49.9,108.86,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967042,Megan Wilkinson,F,SBD,,90.72,52.16,104.33,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967043,Joslyn Hall,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967044,Caitllyn Reviere,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967045,Hannah Blanchard,F,SBD,15.5,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967046,Jenna Hoffman,F,SBD,,142.88,70.31,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967047,Jaycee Graham,F,SBD,,149.69,70.31,131.54,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967048,Maggie Zavala,F,SBD,,147.42,47.63,140.61,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967049,Kitana Simpson,F,SBD,,129.27,63.5,131.54,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967050,Selena Goodman,F,SBD,,115.67,49.9,131.54,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967051,Sarah Shakelford,F,SBD,,120.2,49.9,127.01,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967052,Shelbie Swinhoe,F,SBD,,115.67,56.7,117.93,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967053,Yasmin Trejo,F,SBD,,117.93,61.23,102.06,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967054,Shelby Freudensprung,F,SBD,,113.4,56.7,111.13,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967055,Meredith Kaspar,F,SBD,,131.54,61.23,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967056,Bre Haesche,F,SBD,,161.03,70.31,163.29,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967057,Paige Manzella,F,SBD,,147.42,81.65,161.03,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967058,Keioveon Sullivan,F,SBD,,133.81,68.04,161.03,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967059,Chasity Carter,F,SBD,18.5,138.35,77.11,147.42,18-19,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967060,Sydney Brown,F,SBD,,136.08,47.63,156.49,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967061,Maci Cauley,F,SBD,,131.54,58.97,138.35,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967062,Jillian Lamm,F,SBD,,136.08,58.97,129.27,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967063,Victoria Pena,F,SBD,,129.27,52.16,138.35,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967064,Luna Wev,F,SBD,17.5,140.61,54.43,124.74,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967065,Madison Chapman,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967066,Skyler Thames,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967067,Peyton Dumas,F,SBD,,156.49,72.57,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967068,Hailey Pollard,F,SBD,,129.27,65.77,179.17,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967069,Morgan Boody,F,SBD,,151.95,74.84,145.15,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967070,Tierra Turner,F,SBD,,136.08,72.57,154.22,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967071,Ariana Home,F,SBD,,151.95,65.77,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967072,Avery Luck,F,SBD,,142.88,79.38,138.35,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967073,Kassie Riley,F,SBD,18.5,142.88,72.57,138.35,18-19,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967074,Jennifer Sierra,F,SBD,17.5,136.08,58.97,154.22,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967075,Pam Corona,F,SBD,,142.88,56.7,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967076,Baylee Dunn,F,SBD,,129.27,79.38,129.27,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967077,Aiyana Holloman,F,SBD,,127.01,63.5,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967078,Samantha Raines,F,SBD,,117.93,70.31,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967079,Darby Kaminski,F,SBD,,127.01,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967080,Millyons McMillian,F,SBD,,142.88,65.77,170.1,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967081,Ashley Gonzalez,F,SBD,,158.76,79.38,133.81,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967082,Winter Rice,F,SBD,,138.35,83.91,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967083,Morgan Eason,F,SBD,,142.88,72.57,147.42,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967084,Gissel Perez,F,SBD,,147.42,58.97,154.22,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967085,Chiamaka Njeako,F,SBD,,142.88,61.23,149.69,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967086,Nina Hernandez,F,SBD,,145.15,54.43,149.69,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967087,Na'quinn McCall,F,SBD,,136.08,61.23,149.69,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967088,Julissa Recendez,F,SBD,,127.01,58.97,147.42,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967089,Adara Land,F,SBD,,142.88,63.5,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967090,Victoria Jenkins,F,SBD,,156.49,68.04,165.56,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967091,Sierra Gordon,F,SBD,,165.56,70.31,145.15,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967092,Carly Burns,F,SBD,,156.49,63.5,151.95,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967093,Yesenia Salinas,F,SBD,,161.03,68.04,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967094,Alyssa Daniels,F,SBD,,138.35,81.65,129.27,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967095,Hannah Havard,F,SBD,,136.08,63.5,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967096,Doneasha Brown,F,SBD,,113.4,68.04,151.95,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967097,Carolina Escamilla,F,SBD,,127.01,68.04,117.93,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967098,Karen Foreman,F,SBD,17.5,136.08,52.16,102.06,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967099,Tory Rogers,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967100,Zabrina Kimberlin,F,SBD,,142.88,63.5,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967101,LaDazeja Charles,F,SBD,,195.04,90.72,192.78,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967102,Lauren Taylor,F,SBD,,174.63,97.52,165.56,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967103,Jasmine Gowdie,F,SBD,,176.9,74.84,172.37,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967104,Marlene Zumaya,F,SBD,,174.63,92.99,149.69,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967105,Madeline Genaurdi,F,SBD,,136.08,72.57,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967106,Blanca Palma,F,SBD,,138.35,56.7,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967107,Celia Rosas,F,SBD,,147.42,65.77,124.74,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967108,Jasmine O'Bryant,F,SBD,,136.08,58.97,131.54,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967109,Anna Walton,F,SBD,,124.74,54.43,124.74,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967110,Olivia Banuelos,F,SBD,,106.59,43.09,106.59,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967111,Christa Swartz,F,SBD,,115.67,47.63,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967112,Garilon Ellas,F,SBD,,106.59,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967113,Krystal Gonzalez,F,SBD,,195.04,68.04,149.69,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967114,Dariah Jennings,F,SBD,,145.15,58.97,167.83,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967115,Kia Wells,F,SBD,,158.76,56.7,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967116,Brooke Beckham,F,SBD,,147.42,65.77,122.47,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967117,Kealani Moore,F,SBD,,140.61,49.9,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967118,LaNaysha Boudreaux,F,SBD,,115.67,79.38,131.54,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967119,Kylie Matticks,F,SBD,16.5,127.01,61.23,136.08,16-17,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967120,Madison Hall,F,SBD,,138.35,61.23,120.2,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967121,Lavender Bill,F,SBD,,120.2,77.11,113.4,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967122,Hayli Pennington,F,SBD,,138.35,52.16,104.33,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967123,Cameron Hargroder,F,SBD,,104.33,49.9,113.4,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967124,Alyssa Millan,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967125,Melanie McVay,F,SBD,,195.04,90.72,154.22,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967126,Kennedi Henderson,F,SBD,,154.22,77.11,145.15,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967127,Elisa Neder,F,SBD,,149.69,72.57,140.61,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967128,Jadyn Walden,F,SBD,,154.22,63.5,136.08,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967129,Shadai Sheriff,F,SBD,,142.88,72.57,115.67,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967130,Dejah Carr,F,SBD,,117.93,68.04,142.88,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967131,Ja'Kayla Smith,F,SBD,,,,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967132,Laura Hartman,F,SBD,,115.67,58.97,,,THSWPA,2017,USA,TX,Girls Regional Meet,South,Red
967133,Lourdes Jaimes,F,SBD,,117.93,43.09,108.86,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967134,Erica Rico,F,SBD,,102.06,45.36,115.67,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967135,Serena Arce,F,SBD,,102.06,52.16,99.79,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967136,Crystal Lively,F,SBD,,86.18,40.82,90.72,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967137,Julie Rico,F,SBD,,79.38,36.29,92.99,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967138,Imelda Hernandez,F,SBD,,77.11,29.48,92.99,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967139,Suzell Garcia,F,SBD,,81.65,31.75,83.91,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967140,Ginger Phennel,F,SBD,,79.38,65.77,47.63,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967141,Sara Bazan,F,SBD,,72.57,27.22,74.84,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967142,Isabelle Castillo,F,SBD,,58.97,27.22,72.57,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967143,Danielle Rodriguez,F,SBD,,79.38,43.09,81.65,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967144,Jenny Lopez,F,SBD,,136.08,58.97,115.67,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967145,Alondra Watkins,F,SBD,,106.59,61.23,115.67,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967146,Kaley Bell,F,SBD,,104.33,52.16,106.59,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
967147,Stefani Mason,F,SBD,,102.06,47.63,92.99,,THSWPA,2017,USA,TX,Region 6 Division 2 Championships,South,Red
