,Name,Sex,Event,Age,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,AgeClass,Federation,Date,MeetCountry,MeetState,MeetName
942277,Leslie Palomares,F,SBD,,106.59,58.97,113.4,,THSWPA,2016,USA,TX,Border Classic
942278,Esly Escanuela,F,SBD,,99.79,36.29,92.99,,THSWPA,2016,USA,TX,Border Classic
942279,Carolina De Leon,F,SBD,,199.58,77.11,161.03,,THSWPA,2016,USA,TX,Border Classic
942280,Crystal Medrano,F,SBD,,190.51,79.38,158.76,,THSWPA,2016,USA,TX,Border Classic
942281,Jazzmyn Moreno,F,SBD,,183.7,77.11,158.76,,THSWPA,2016,USA,TX,Border Classic
942282,Damarys Salazar,F,SBD,,136.08,68.04,136.08,,THSWPA,2016,USA,TX,Border Classic
942283,Desiree Perez,F,SBD,,111.13,49.9,124.74,,THSWPA,2016,USA,TX,Border Classic
942284,Martha Reyes,F,SBD,,111.13,52.16,120.2,,THSWPA,2016,USA,TX,Border Classic
942285,Brianna Campos,F,SBD,,72.57,61.23,108.86,,THSWPA,2016,USA,TX,Border Classic
942286,Melissa Moralez,F,SBD,,226.8,113.4,170.1,,THSWPA,2016,USA,TX,Border Classic
942287,Crystal Hernandez,F,SBD,,170.1,106.59,172.37,,THSWPA,2016,USA,TX,Border Classic
942288,Esmeralda Carbajal,F,SBD,,181.44,70.31,170.1,,THSWPA,2016,USA,TX,Border Classic
942289,Gaby Portillo,F,SBD,,167.83,77.11,136.08,,THSWPA,2016,USA,TX,Border Classic
942290,Edna Rodriguez,F,SBD,,149.69,61.23,140.61,,THSWPA,2016,USA,TX,Border Classic
942291,Emma Leyva,F,SBD,,167.83,54.43,127.01,,THSWPA,2016,USA,TX,Border Classic
942292,Anisa Ruiz,F,SBD,,72.57,24.95,86.18,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942293,Adriana Villafuerte,F,SBD,,63.5,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942294,Abby Silva,F,SBD,,86.18,40.82,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942295,Alysha Alvarez,F,SBD,,81.65,47.63,97.52,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942296,Irma Vela,F,SBD,,52.16,27.22,52.16,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942297,Axhly Duran,F,SBD,,43.09,24.95,43.09,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942298,Belicia Godinez,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942299,Ashley Martinez,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942300,Marie Cavazos,F,SBD,17.5,149.69,68.04,142.88,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942301,Helen Reyes,F,SBD,,77.11,45.36,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942302,Alexandria Canchola,F,SBD,,81.65,52.16,90.72,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942303,Alina Ramirez,F,SBD,,81.65,40.82,74.84,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942304,Vivian Garza,F,SBD,,72.57,38.56,81.65,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942305,Martha Salaya,F,SBD,16.5,163.29,65.77,165.56,16-17,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942306,Esmer Cruz,F,SBD,,122.47,52.16,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942307,Brittney Soliz,F,SBD,,95.25,58.97,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942308,Vero Alanis,F,SBD,,97.52,54.43,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942309,Juliette Cantu,F,SBD,,102.06,58.97,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942310,Alysa Rodriguez,F,SBD,,92.99,52.16,97.52,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942311,Alma Nieto,F,SBD,,83.91,38.56,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942312,Jovanna Rangel,F,SBD,,68.04,40.82,106.59,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942313,Miranda Barraza,F,SBD,,104.33,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942314,Claire Guel,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942315,Miya Whittington,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942316,Anna Delgado,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942317,Cristy Gonzalez,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942318,Yesenia Valdez,F,SBD,,117.93,52.16,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942319,Gabriela De La Rosa,F,SBD,,115.67,74.84,124.74,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942320,Steffi Olivarez,F,SBD,,120.2,58.97,124.74,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942321,Lori Celedon,F,SBD,,102.06,58.97,115.67,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942322,Pamela Arce,F,SBD,,97.52,58.97,111.13,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942323,Odalys Serna,F,SBD,,79.38,45.36,97.52,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942324,Brianna Curry,F,SBD,,83.91,43.09,92.99,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942325,Rocio Fuentes,F,SBD,,74.84,27.22,70.31,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942326,Susie Martinez,F,SBD,,63.5,31.75,72.57,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942327,Abigail Castillo,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942328,Ally Garcia,F,SBD,,149.69,74.84,145.15,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942329,Franchesca Sandoval,F,SBD,17.5,163.29,70.31,131.54,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942330,Alexis Tamez,F,SBD,,145.15,56.7,136.08,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942331,Erin Quiroz,F,SBD,,115.67,52.16,136.08,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942332,Jasmine Gonzalez,F,SBD,,111.13,56.7,124.74,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942333,Destiny Lazcano,F,SBD,,124.74,36.29,129.27,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942334,Alexa Garcia,F,SBD,,111.13,61.23,106.59,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942335,Brianna Estrada,F,SBD,,92.99,45.36,108.86,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942336,Alyssa de la Garza,F,SBD,,86.18,47.63,90.72,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942337,Julissa Guerrero,F,SBD,,83.91,38.56,95.25,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942338,Desirrae Cuellar,F,SBD,,52.16,38.56,92.99,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942339,Katherine Cardenas,F,SBD,,65.77,43.09,72.57,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942340,Jaqueline Rios,F,SBD,,49.9,34.02,81.65,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942341,Karina Salinas,F,SBD,,49.9,34.02,61.23,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942342,Valerie Olmeda,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942343,Valerie Silva,F,SBD,,154.22,83.91,151.95,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942344,Marisela Gonzalez,F,SBD,,120.2,74.84,133.81,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942345,Isabella Luera,F,SBD,,124.74,72.57,127.01,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942346,Jaslyn Olivarez,F,SBD,,124.74,63.5,124.74,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942347,Jorja Vela,F,SBD,,122.47,61.23,127.01,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942348,Sarah Salinas,F,SBD,,113.4,74.84,120.2,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942349,Galilea Fuentes,F,SBD,,122.47,45.36,117.93,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942350,Mia Murphy,F,SBD,,102.06,52.16,111.13,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942351,Lizeth Cavazos,F,SBD,,90.72,52.16,115.67,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942352,Maria Abrego,F,SBD,,102.06,38.56,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942353,Liz Rodriguez,F,SBD,,86.18,52.16,113.4,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942354,Lorena Martinez,F,SBD,,81.65,52.16,115.67,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942355,Jordy Banda,F,SBD,,97.52,47.63,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942356,Karla Salinas,F,SBD,,81.65,58.97,95.25,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942357,Samantha Acevedo,F,SBD,,74.84,45.36,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942358,Maricela Ramos,F,SBD,,49.9,27.22,58.97,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942359,Tamara Ochoa,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942360,Mikaela Snyder,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942361,Vanessa Ybarra,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942362,Lucero Regino,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942363,Kacie Lopez,F,SBD,,163.29,54.43,142.88,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942364,Chelsea Juarez,F,SBD,,142.88,68.04,136.08,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942365,Natalie Monjaraz,F,SBD,,127.01,90.72,122.47,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942366,Alejandra Gonzalez,F,SBD,,106.59,72.57,131.54,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942367,Priscilla Acosta,F,SBD,,115.67,70.31,111.13,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942368,Loryssa Rendon,F,SBD,,95.25,45.36,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942369,Nicole Monjaras,F,SBD,,124.74,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942370,Angelina Young,F,SBD,,142.88,90.72,129.27,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942371,Brandie Bernal,F,SBD,,142.88,63.5,142.88,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942372,Lupita Hernandez,F,SBD,,147.42,61.23,131.54,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942373,Sadie Granados,F,SBD,,115.67,63.5,147.42,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942374,Victoria Tirado,F,SBD,,129.27,54.43,142.88,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942375,Olivia Mata,F,SBD,,111.13,63.5,120.2,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942376,Nicole Ozuna,F,SBD,,117.93,74.84,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942377,Andrea Ochoa,F,SBD,,129.27,54.43,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942378,Angelica Lozano,F,SBD,,102.06,56.7,124.74,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942379,Amber Estrada,F,SBD,,181.44,65.77,147.42,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942380,Miranda Lopez,F,SBD,,170.1,70.31,122.47,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942381,Cynthia Sandoval,F,SBD,,124.74,54.43,140.61,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942382,Chasity Alvarez,F,SBD,,122.47,58.97,117.93,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942383,Monika Morales,F,SBD,15.5,113.4,38.56,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942384,Janel Reyes,F,SBD,,68.04,47.63,102.06,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942385,Natasha Ramirez,F,SBD,,43.09,52.16,88.45,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942386,Helen Ibarra,F,SBD,,,,,,THSWPA,2016,USA,TX,Edinburg Vela HS Powerlifting Meet
942387,Jazmaine Thompson,F,SBD,,29.48,24.95,45.36,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942388,Camiya Dawkins,F,SBD,,43.09,20.41,58.97,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942389,Taylor Phillips,F,SBD,,97.52,49.9,117.93,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942390,Tania Yanez,F,SBD,,124.74,,,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942391,Hayley Ecord,F,SBD,,74.84,43.09,111.13,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942392,Yesenia Garcia,F,SBD,,86.18,43.09,92.99,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942393,Jessica Mullins,F,SBD,,83.91,36.29,97.52,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942394,Reagon Jones,F,SBD,,45.36,,,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942395,Courtland Wheaton,F,SBD,,43.09,31.75,63.5,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942396,Bryanna Garcia,F,SBD,,97.52,40.82,108.86,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942397,Katlyn Henry,F,SBD,,72.57,31.75,90.72,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942398,Izzy Balboa,F,SBD,,147.42,61.23,136.08,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942399,Dhamar Martinez,F,SBD,,90.72,45.36,122.47,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942400,Melissa Rodriguez,F,SBD,,138.35,,,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942401,Elena Sanchez,F,SBD,,120.2,65.77,108.86,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942402,London Leslie,F,SBD,,197.31,92.99,163.29,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942403,EmmaRae Ward,F,SBD,,161.03,61.23,156.49,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942404,Kacee Plummer,F,SBD,,97.52,56.7,104.33,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942405,Alyssa Ellison,F,SBD,,86.18,49.9,97.52,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942406,Ruby Lopez,F,SBD,,61.23,,,,THSWPA,2016,USA,TX,Fort Worth Arlington Heights Yellow Jacket Powerlifting Meet
942407,Maddie Ordieres,F,SBD,,79.38,43.09,68.04,,THSWPA,2016,USA,TX,Independence Invitational
942408,Shyann Devlin,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942409,Jayden MacKinnon,F,SBD,,86.18,40.82,95.25,,THSWPA,2016,USA,TX,Independence Invitational
942410,Kayle Meeks,F,SBD,,77.11,43.09,81.65,,THSWPA,2016,USA,TX,Independence Invitational
942411,Caitlyn Barnes,F,SBD,,72.57,38.56,90.72,,THSWPA,2016,USA,TX,Independence Invitational
942412,Sadie Myers,F,SBD,,70.31,38.56,70.31,,THSWPA,2016,USA,TX,Independence Invitational
942413,Rachel Watson,F,SBD,,68.04,38.56,77.11,,THSWPA,2016,USA,TX,Independence Invitational
942414,Helm Olivia,F,SBD,,113.4,49.9,102.06,,THSWPA,2016,USA,TX,Independence Invitational
942415,Maddison Jackson,F,SBD,,79.38,36.29,79.38,,THSWPA,2016,USA,TX,Independence Invitational
942416,Karen Garland,F,SBD,,74.84,29.48,81.65,,THSWPA,2016,USA,TX,Independence Invitational
942417,Paite Cathey,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942418,Alyssa Wesseman,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942419,Bailey Stevens,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942420,Kaston Harris,F,SBD,,113.4,52.16,104.33,,THSWPA,2016,USA,TX,Independence Invitational
942421,Ryann Rosenfield,F,SBD,,83.91,47.63,95.25,,THSWPA,2016,USA,TX,Independence Invitational
942422,Nia Roberson,F,SBD,,81.65,31.75,74.84,,THSWPA,2016,USA,TX,Independence Invitational
942423,Donna Walker,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942424,Alllison Allen,F,SBD,,122.47,56.7,102.06,,THSWPA,2016,USA,TX,Independence Invitational
942425,Courtney Kessler,F,SBD,,113.4,54.43,120.2,,THSWPA,2016,USA,TX,Independence Invitational
942426,Abby Benefield,F,SBD,,90.72,49.9,90.72,,THSWPA,2016,USA,TX,Independence Invitational
942427,Ashley McGuire,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942428,Sophie Rittenberry,F,SBD,,108.86,54.43,106.59,,THSWPA,2016,USA,TX,Independence Invitational
942429,Malaysha Craig,F,SBD,,108.86,49.9,106.59,,THSWPA,2016,USA,TX,Independence Invitational
942430,Aubree Beard,F,SBD,,142.88,68.04,136.08,,THSWPA,2016,USA,TX,Independence Invitational
942431,Hailey Lohden,F,SBD,,,,,,THSWPA,2016,USA,TX,Independence Invitational
942432,Danielle Rodriguez,F,SBD,,86.18,45.36,97.52,,THSWPA,2016,USA,TX,Longhorn Invitational
942433,Maya Higgenbotham,F,SBD,,92.99,45.36,88.45,,THSWPA,2016,USA,TX,Longhorn Invitational
942434,Alex Villegas,F,SBD,,88.45,38.56,97.52,,THSWPA,2016,USA,TX,Longhorn Invitational
942435,Amari Sparks,F,SBD,,68.04,29.48,90.72,,THSWPA,2016,USA,TX,Longhorn Invitational
942436,Ginger Phennel,F,SBD,,68.04,61.23,43.09,,THSWPA,2016,USA,TX,Longhorn Invitational
942437,Brey'Ona Pierson,F,SBD,,,,,,THSWPA,2016,USA,TX,Longhorn Invitational
942438,Sonni Gehring,F,SBD,,115.67,54.43,111.13,,THSWPA,2016,USA,TX,Longhorn Invitational
942439,Britney Golladay,F,SBD,,83.91,54.43,108.86,,THSWPA,2016,USA,TX,Longhorn Invitational
942440,Lauren Gilliam,F,SBD,,95.25,40.82,99.79,,THSWPA,2016,USA,TX,Longhorn Invitational
942441,Daviona Amos,F,SBD,,97.52,47.63,90.72,,THSWPA,2016,USA,TX,Longhorn Invitational
942442,Natalee Castro,F,SBD,,83.91,36.29,97.52,,THSWPA,2016,USA,TX,Longhorn Invitational
942443,Lindsey Markcum,F,SBD,,68.04,43.09,81.65,,THSWPA,2016,USA,TX,Longhorn Invitational
942444,Kalli Jimenez,F,SBD,,68.04,29.48,77.11,,THSWPA,2016,USA,TX,Longhorn Invitational
942445,Emma Beebe,F,SBD,,117.93,56.7,131.54,,THSWPA,2016,USA,TX,Longhorn Invitational
942446,Kailey Trice,F,SBD,,124.74,61.23,108.86,,THSWPA,2016,USA,TX,Longhorn Invitational
942447,Cristina Sanchez,F,SBD,,111.13,45.36,127.01,,THSWPA,2016,USA,TX,Longhorn Invitational
942448,Hope DeMaranville,F,SBD,17.5,88.45,45.36,99.79,,THSWPA,2016,USA,TX,Longhorn Invitational
942449,Bailee Rader,F,SBD,,81.65,38.56,86.18,,THSWPA,2016,USA,TX,Longhorn Invitational
942450,Norma Ceron,F,SBD,,81.65,38.56,83.91,,THSWPA,2016,USA,TX,Longhorn Invitational
942451,Marigrace Coleman,F,SBD,,79.38,40.82,83.91,,THSWPA,2016,USA,TX,Longhorn Invitational
942452,DaKevia Neal,F,SBD,,145.15,58.97,122.47,,THSWPA,2016,USA,TX,Longhorn Invitational
942453,Bernabeth Beason,F,SBD,,129.27,61.23,124.74,,THSWPA,2016,USA,TX,Longhorn Invitational
942454,Giovanna Valdez,F,SBD,,129.27,65.77,120.2,,THSWPA,2016,USA,TX,Longhorn Invitational
942455,Ashton Strange,F,SBD,17.5,106.59,47.63,124.74,,THSWPA,2016,USA,TX,Longhorn Invitational
942456,Arlandrea Revels,F,SBD,,111.13,40.82,120.2,,THSWPA,2016,USA,TX,Longhorn Invitational
942457,Brittney Rosenbalm,F,SBD,,90.72,38.56,108.86,,THSWPA,2016,USA,TX,Longhorn Invitational
942458,Uzezi Omakor,F,SBD,,86.18,40.82,104.33,,THSWPA,2016,USA,TX,Longhorn Invitational
942459,Nancy Lara,F,SBD,,77.11,47.63,86.18,,THSWPA,2016,USA,TX,Longhorn Invitational
942460,Jillian Jones,F,SBD,,74.84,38.56,88.45,,THSWPA,2016,USA,TX,Longhorn Invitational
942461,Indry Martinez,F,SBD,,70.31,34.02,86.18,,THSWPA,2016,USA,TX,Longhorn Invitational
942462,Nicole Scott,F,SBD,,,,,,THSWPA,2016,USA,TX,Longhorn Invitational
942463,Kerbe Heydenreich,F,SBD,,,,,,THSWPA,2016,USA,TX,Longhorn Invitational
942464,Hannah Eboagu,F,SBD,,140.61,68.04,147.42,,THSWPA,2016,USA,TX,Longhorn Invitational
942465,Yocelin Hernandez,F,SBD,,131.54,61.23,142.88,,THSWPA,2016,USA,TX,Longhorn Invitational
942466,Abigail Hendrix,F,SBD,,127.01,49.9,127.01,,THSWPA,2016,USA,TX,Longhorn Invitational
942467,Keely Watson,F,SBD,,124.74,54.43,113.4,,THSWPA,2016,USA,TX,Longhorn Invitational
942468,Kaitlyn Nwonvman,F,SBD,,106.59,40.82,127.01,,THSWPA,2016,USA,TX,Longhorn Invitational
942469,Mac Ortega,F,SBD,,102.06,54.43,115.67,,THSWPA,2016,USA,TX,Longhorn Invitational
942470,Aaliyah Tate,F,SBD,,106.59,45.36,111.13,,THSWPA,2016,USA,TX,Longhorn Invitational
942471,Kira Bockemehl,F,SBD,,106.59,45.36,102.06,,THSWPA,2016,USA,TX,Longhorn Invitational
942472,Kayla Simpson,F,SBD,,104.33,47.63,92.99,,THSWPA,2016,USA,TX,Longhorn Invitational
942473,Faith Gunther,F,SBD,,92.99,38.56,106.59,,THSWPA,2016,USA,TX,Longhorn Invitational
942474,Chloe Morillo,F,SBD,,92.99,34.02,106.59,,THSWPA,2016,USA,TX,Longhorn Invitational
942475,Camille Buster,F,SBD,,90.72,36.29,104.33,,THSWPA,2016,USA,TX,Longhorn Invitational
942476,Kaci Wiens,F,SBD,,88.45,38.56,102.06,,THSWPA,2016,USA,TX,Longhorn Invitational
942477,Diamond Rowe,F,SBD,,86.18,38.56,92.99,,THSWPA,2016,USA,TX,Longhorn Invitational
942478,Laney Rangel,F,SBD,,74.84,34.02,88.45,,THSWPA,2016,USA,TX,Longhorn Invitational
942479,Lacrisha Burks,F,SBD,,58.97,31.75,72.57,,THSWPA,2016,USA,TX,Longhorn Invitational
942480,Makayla Millbrook,F,SBD,,151.95,72.57,151.95,,THSWPA,2016,USA,TX,Longhorn Invitational
942481,Ashley Otah,F,SBD,,122.47,74.84,161.03,,THSWPA,2016,USA,TX,Longhorn Invitational
942482,Briana Williams,F,SBD,,138.35,63.5,151.95,,THSWPA,2016,USA,TX,Longhorn Invitational
942483,Caroline Carter,F,SBD,,145.15,70.31,131.54,,THSWPA,2016,USA,TX,Longhorn Invitational
942484,Lindsey Tarby,F,SBD,,129.27,77.11,136.08,,THSWPA,2016,USA,TX,Longhorn Invitational
942485,Cierra Jackson,F,SBD,,136.08,52.16,147.42,,THSWPA,2016,USA,TX,Longhorn Invitational
942486,Liz Aribisala,F,SBD,,120.2,58.97,151.95,,THSWPA,2016,USA,TX,Longhorn Invitational
942487,Lexi Loving,F,SBD,,117.93,68.04,142.88,,THSWPA,2016,USA,TX,Longhorn Invitational
942488,Tianna Rainey,F,SBD,,131.54,49.9,145.15,,THSWPA,2016,USA,TX,Longhorn Invitational
942489,Dulce Hernandez,F,SBD,,131.54,52.16,133.81,,THSWPA,2016,USA,TX,Longhorn Invitational
942490,Paris Kelly,F,SBD,,113.4,58.97,129.27,,THSWPA,2016,USA,TX,Longhorn Invitational
942491,Aubrey Dillinger,F,SBD,,108.86,61.23,106.59,,THSWPA,2016,USA,TX,Longhorn Invitational
942492,Brooke Higginbotham,F,SBD,,115.67,52.16,104.33,,THSWPA,2016,USA,TX,Longhorn Invitational
942493,Mikayla Massara,F,SBD,,102.06,45.36,106.59,,THSWPA,2016,USA,TX,Longhorn Invitational
942494,Callista Lobato,F,SBD,,102.06,49.9,95.25,,THSWPA,2016,USA,TX,Longhorn Invitational
942495,Natalie McBride,F,SBD,,92.99,45.36,106.59,,THSWPA,2016,USA,TX,Longhorn Invitational
942496,Kaylen Jacobs,F,SBD,,97.52,43.09,102.06,,THSWPA,2016,USA,TX,Longhorn Invitational
942497,Ariyan Williams,F,SBD,,79.38,47.63,102.06,,THSWPA,2016,USA,TX,Longhorn Invitational
942498,Aranza Landeros,F,SBD,,95.25,40.82,86.18,,THSWPA,2016,USA,TX,Longhorn Invitational
942499,Phantasia Chavers,F,SBD,,86.18,29.48,99.79,,THSWPA,2016,USA,TX,Longhorn Invitational
942500,Salma Sharaf,F,SBD,,102.06,,,,THSWPA,2016,USA,TX,Longhorn Invitational
942501,Tori Needels,F,SBD,,115.67,,,,THSWPA,2016,USA,TX,Longhorn Invitational
